Date,Monitors,Transect_Name,Site,Transect_length,Transect_Distance,Quadrat_Notes,Percent_Cover,PSOC,Cover_Category,Habitat,Phase
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,22,,8,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,24,,21,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,26,,1,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,28,,8,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,30,,4,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman, Calen Campos",WL2W,harder_seep,30,0,,31,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman, Calen Campos",WL2W,harder_seep,30,2,,1,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman, Calen Campos",WL2W,harder_seep,30,4,,3,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman, Calen Campos",WL2W,harder_seep,30,6,,36,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,8,,5,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,10,Bird nest in typha,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,12,,1,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,14,,1,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,16,,1,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,18,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,20,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,22,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,24,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,26,,3,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,28,,1,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,30,,2,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,0,,1,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,2,,7,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,4,,2,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,6,,2,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,8,,2,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,10,,1,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,12,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,14,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,16,,9,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,18,,26,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,20,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,22,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,24,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,26,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,28,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,30,,5,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,0,,95,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,2,,100,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,4,,100,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,6,,98,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,8,,96,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,10,,100,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,12,,60,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,14,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,16,,1,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,18,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,20,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,22,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,24,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,26,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,28,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,30,,0,Sum of Non-Native Cover,NON-NATIVE COVER,Wetland,Phase 2
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,0,,40,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-18,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,2,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-18,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,4,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,6,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,8,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,10,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,12,,31,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,14,,10,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,16,,5,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,18,,55,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,20,,5,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,22,,17,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,24,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,26,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,28,,25,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,30,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,0,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,2,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,4,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,6,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,8,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,10,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,12,,5,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,14,,99,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,16,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,18,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,20,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,22,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,24,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,26,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,28,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,30,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,0,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,45,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,4,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,6,,35,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,8,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,10,,3,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,12,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,14,,5,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,16,,30,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,18,,15,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,20,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,22,,4,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,24,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,26,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,28,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,30,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,0,,70,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,2,,10,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,4,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,6,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,8,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,10,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,12,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,14,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,16,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,18,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,20,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,22,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,24,,3,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,26,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,28,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,30,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,0,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,2,,4,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,4,,11,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,6,,2,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,8,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,10,,20,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,12,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,14,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,16,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,18,,14,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,20,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,22,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,24,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,26,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,28,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,30,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,0,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,2,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,4,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,6,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,8,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,10,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,12,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,14,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,16,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,18,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,20,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,22,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,24,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,26,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,28,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,30,,0,Sum of Other Cover,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne chapman,WL1W,harder_seep,30,30,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,0,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,2,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,4,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,6,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,8,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,10,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,12,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,14,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,16,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,18,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,20,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,22,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,24,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,26,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,30,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,0,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,2,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,4,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,6,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,8,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,10,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,12,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,14,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,16,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,18,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,20,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,22,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,24,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,26,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,28,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,30,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,0,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,2,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,4,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,6,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,8,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,10,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,12,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,14,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,16,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,18,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,20,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,22,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,24,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,26,,0,Sum of Other Cover,OTHER COVER,Wetland,Phase 1
